Id,MSSubClass,LotArea,Single Family,Duplex,Floors,Quality,Condition,YearBuilt,YearRemodAdd,BsmtFi0SFY,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,Kitchen,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,PoolArea,MoSold,YearSold,SalePrice
208,20,12493,1,0,1,4,5,1960,1960,419,1100,1,1100,0,1100,1,0,3,1,6,1,1,355,0,0,4,2008,141000
209,60,14364,1,0,2,7,5,1988,1989,1065,1157,1,1180,882,2062,2,1,3,1,7,1,2,60,55,0,4,2007,277000
210,20,8250,1,0,1,6,7,1964,1964,787,1092,1,1092,0,1092,1,0,3,1,6,0,2,0,0,0,7,2008,145000
211,30,5604,1,0,1,5,6,1925,1950,468,864,0,864,0,864,1,0,2,1,5,0,0,0,0,0,4,2008,98000
212,20,10420,1,0,1,6,5,2009,2009,36,1212,1,1212,0,1212,2,0,3,1,6,0,2,100,22,0,3,2010,186000
213,60,8640,1,0,2,7,5,2009,2009,822,900,1,932,920,1852,2,1,3,1,7,1,2,168,108,0,7,2009,252678
214,20,13568,1,0,1,5,5,1995,1995,716,990,1,990,0,990,1,0,3,1,5,0,2,224,0,0,7,2006,156000
215,60,10900,1,0,2,6,7,1977,1977,378,689,1,689,703,1392,1,1,3,1,6,0,1,0,36,0,3,2010,161750
216,20,10011,1,0,1,5,6,1957,1996,360,1070,1,1236,0,1236,1,0,2,1,6,1,1,0,0,0,5,2006,134450
217,20,8450,1,0,1,7,5,2004,2004,946,1436,1,1436,0,1436,2,0,3,1,8,0,2,139,98,0,4,2008,210000
218,70,9906,1,0,2,4,4,1925,1950,0,686,0,810,518,1328,1,0,3,1,8,0,1,0,172,0,9,2006,107000
219,50,15660,1,0,1.5,7,9,1939,2006,341,798,1,1137,817,1954,1,1,3,1,8,2,2,0,119,0,5,2008,311500
220,120,3010,0,0,1,7,5,2005,2006,16,1248,1,1248,0,1248,2,0,2,1,5,0,2,108,0,0,3,2006,167240
221,20,8990,1,1,1,7,5,2006,2006,0,1498,1,1498,0,1498,2,0,2,1,5,0,2,351,33,0,4,2006,204900
222,60,8068,1,0,2,6,5,2002,2002,0,1010,1,1010,1257,2267,2,1,4,1,8,1,2,120,46,0,12,2009,200000
223,60,11475,1,0,2,6,6,1975,1975,550,713,1,811,741,1552,2,1,3,1,6,1,2,209,208,0,2,2006,179900
224,20,10500,1,0,1,4,6,1971,1971,524,864,1,864,0,864,1,0,2,1,4,0,2,216,0,0,3,2009,97000
225,20,13472,1,0,1,10,5,2003,2003,56,2392,1,2392,0,2392,2,0,3,1,8,1,3,248,105,0,6,2009,386250
226,160,1680,0,0,2,5,5,1971,1971,0,630,1,630,672,1302,2,1,3,1,6,0,1,0,0,0,5,2009,112000
227,60,9950,1,1,2,7,5,1995,1995,565,1203,1,1214,1306,2520,2,1,4,1,9,1,3,224,114,0,6,2007,290000
228,160,1869,0,0,2,6,6,1970,1970,321,483,1,483,504,987,1,1,2,1,5,0,1,0,0,0,9,2008,106000
229,20,8521,1,1,1,5,5,1967,1967,842,912,1,912,0,912,1,0,3,1,5,1,1,0,0,0,5,2010,125000
230,120,3182,0,0,1,7,5,2005,2006,16,1373,1,1555,0,1555,2,0,2,1,7,1,2,143,20,0,5,2009,192500
231,20,8760,1,1,1,6,6,1959,1959,0,1194,1,1194,0,1194,1,0,3,1,6,0,1,0,0,0,4,2010,148000
232,60,15138,1,0,2,8,5,1995,1996,689,1462,1,1490,1304,2794,2,1,4,1,9,1,3,0,146,0,7,2009,403000
233,160,1680,0,0,2,6,5,1972,1972,0,483,1,483,504,987,1,1,2,1,5,1,1,0,0,0,6,2006,94500
234,20,10650,1,1,1,5,6,1976,1976,182,894,1,894,0,894,1,0,3,1,5,0,1,365,0,0,2,2010,128200
235,60,7851,1,0,2,6,5,2002,2002,625,860,1,860,1100,1960,2,1,4,1,8,2,2,288,48,0,5,2010,216500
236,160,1680,0,0,2,6,3,1971,1971,358,483,1,483,504,987,1,1,2,1,5,0,1,0,0,0,8,2008,89500
237,20,8773,1,1,1,7,5,2004,2004,24,1414,1,1414,0,1414,2,0,3,1,6,0,2,132,105,0,5,2010,185500
238,60,9453,1,0,2,7,7,1993,2003,402,996,1,1014,730,1744,2,1,3,1,7,0,2,370,70,0,2,2010,194500
239,20,12030,1,0,1,8,5,2007,2007,0,1694,1,1694,0,1694,2,0,3,1,7,0,3,168,228,0,12,2007,318000
240,50,8741,1,0,1.5,6,4,1945,1950,94,735,1,798,689,1487,1,1,3,1,7,1,1,0,140,0,4,2010,113000
241,20,9000,1,0,1,8,5,2008,2008,1078,1566,1,1566,0,1566,2,0,3,1,7,0,2,144,168,0,4,2010,262500
242,30,3880,1,0,1,5,9,1945,1997,329,686,1,866,0,866,1,0,2,1,4,0,0,58,42,0,8,2007,110500
243,50,5000,1,0,1.5,5,4,1900,1950,0,540,0,889,551,1440,1,0,3,1,6,0,1,0,0,0,4,2006,79000
244,160,10762,0,0,2,6,6,1980,1980,0,626,1,626,591,1217,1,1,3,1,6,1,1,0,28,0,4,2009,120000
245,60,8880,1,1,2,7,5,1994,2002,695,948,1,1222,888,2110,2,1,3,1,8,2,2,0,130,0,5,2010,205000
246,20,10400,1,0,1,7,5,1988,1988,929,1845,1,1872,0,1872,2,0,3,1,6,1,2,197,39,0,6,2006,241500
247,190,9142,0,0,2,6,8,1910,1950,0,1020,0,908,1020,1928,2,0,4,2,9,0,1,0,60,0,4,2006,137000
248,20,11310,1,0,1,6,5,1954,1954,0,1367,1,1375,0,1375,1,0,2,1,5,1,2,0,30,0,6,2006,140000
249,60,11317,1,0,2,7,5,2003,2003,0,840,1,840,828,1668,2,1,3,1,8,0,2,144,68,0,9,2007,180000
250,50,159000,1,0,1.5,6,7,1958,2006,697,1444,1,1444,700,2144,2,0,4,1,7,2,2,0,98,0,6,2007,277000
251,30,5350,1,0,1,3,2,1940,1966,0,728,1,1306,0,1306,1,0,3,1,6,0,0,263,0,0,5,2010,76500
252,120,4750,0,0,1,8,5,2006,2007,1573,1573,1,1625,0,1625,2,0,2,1,5,1,2,123,0,0,12,2007,235000
253,60,8366,1,1,2,6,5,2004,2004,0,798,1,798,842,1640,2,1,3,1,6,0,2,138,45,0,12,2008,173000
254,80,9350,1,0,1,6,7,1964,1991,270,1302,1,1302,0,1302,2,0,3,1,7,0,1,333,0,0,10,2007,158000
255,20,8400,1,0,1,5,6,1957,1957,922,1314,1,1314,0,1314,1,0,3,1,5,0,1,250,0,0,6,2010,145000
256,60,8738,1,0,2,7,5,1999,1999,0,975,1,1005,1286,2291,2,1,4,1,8,1,2,192,0,0,2,2006,230000
257,60,8791,1,0,2,6,5,2003,2003,503,864,1,864,864,1728,2,1,3,1,7,0,2,216,56,0,5,2008,207500
258,20,8814,1,0,1,7,5,2006,2006,1334,1604,1,1604,0,1604,2,1,3,1,8,1,2,123,110,0,3,2009,220000
259,60,12435,1,0,2,7,5,2001,2001,361,963,1,963,829,1792,2,1,3,1,7,1,2,0,96,0,5,2008,231500
260,20,12702,1,0,1,5,5,1956,1956,0,0,1,882,0,882,1,0,2,1,4,0,1,0,45,0,12,2008,97000
261,80,19296,1,0,1,6,5,1962,1962,672,1362,1,1382,0,1382,1,0,3,1,6,1,2,0,0,0,5,2009,176000
262,60,9588,1,0,2,8,5,2007,2007,0,1482,1,1482,1092,2574,2,1,3,1,10,1,3,0,148,0,11,2007,276000
263,80,8471,1,0,1,6,7,1977,1995,506,506,1,1212,0,1212,1,0,3,1,6,1,2,292,12,0,7,2006,151000
264,50,5500,1,0,1.5,5,7,1929,2001,234,926,1,926,0,1316,1,0,3,1,6,0,2,0,0,0,4,2010,130000
265,30,5232,1,0,1,5,5,1925,2004,0,680,0,764,0,764,1,0,2,1,4,0,2,0,0,0,6,2008,73000
266,20,12090,1,0,1,6,6,1981,1981,588,1422,1,1422,0,1422,2,0,3,1,7,1,2,276,0,0,6,2008,175500
267,60,11207,1,0,2,6,5,1997,1997,714,802,1,802,709,1511,2,1,3,1,8,1,2,95,75,0,6,2006,185000
268,75,8400,1,0,2,5,8,1939,1997,378,720,1,1052,720,2192,2,1,4,1,8,1,1,262,24,0,7,2008,179500
269,30,6900,1,0,1,5,6,1940,1955,403,740,1,778,0,778,1,0,2,1,4,1,1,0,25,0,2,2008,120500
270,20,7917,1,0,1,6,7,1976,1976,751,1143,1,1113,0,1113,1,1,3,1,6,1,1,370,30,0,5,2007,148000
271,60,10728,1,0,2,8,5,2006,2006,0,1095,1,1095,844,1939,2,1,3,1,8,1,3,192,51,0,8,2006,266000
272,20,39104,1,0,1,7,7,1954,2005,226,1385,1,1363,0,1363,1,0,2,1,5,2,2,81,0,0,4,2008,241500
273,60,11764,1,0,2,8,7,1999,2007,524,1152,1,1164,1106,2270,2,1,4,1,9,1,3,132,57,0,4,2010,290000
274,20,9600,1,0,1,6,6,1958,1988,620,1240,1,1632,0,1632,2,0,3,1,6,1,1,289,0,0,4,2009,139000
275,20,8314,1,0,1,5,7,1982,1982,546,816,1,816,0,816,1,0,2,1,5,0,1,168,0,0,6,2007,124500
276,50,7264,1,0,1.5,7,7,1925,2007,0,952,0,952,596,1548,2,1,3,1,5,0,2,74,0,0,10,2009,205000
277,20,9196,1,0,1,7,5,2003,2003,0,1560,1,1560,0,1560,2,0,3,1,7,0,2,100,150,0,4,2010,201000
278,20,19138,1,0,1,4,5,1951,1951,120,864,1,864,0,864,1,0,2,1,4,0,2,0,0,0,6,2010,141000
279,20,14450,1,0,1,9,5,2006,2007,0,2121,1,2121,0,2121,2,1,3,1,8,1,3,124,98,0,5,2007,415298
280,60,10005,1,0,2,7,5,1977,1977,392,1160,1,1156,866,2022,2,1,4,1,8,1,2,288,117,0,3,2008,192000
281,60,11287,1,0,2,7,6,1989,1989,421,807,1,1175,807,1982,2,1,3,1,7,1,2,0,84,0,1,2007,228500
282,20,7200,1,0,1,6,5,2006,2006,905,1262,1,1262,0,1262,2,0,2,1,5,0,2,0,120,0,5,2006,185000
283,120,5063,0,0,1,7,5,2007,2008,904,1314,1,1314,0,1314,2,0,2,1,6,1,2,172,62,0,4,2009,207500
284,20,9612,1,1,1,8,5,2008,2009,0,1468,1,1468,0,1468,2,0,3,1,6,1,3,210,150,0,12,2009,244600
285,120,8012,0,0,1,6,5,1992,1992,430,1575,1,1575,0,1575,2,0,2,1,5,0,2,0,0,0,7,2007,179200
286,160,4251,0,1,2,7,5,2006,2007,0,625,1,625,625,1250,2,1,2,1,5,0,2,0,54,0,6,2007,164700
287,50,9786,1,1,1.5,6,7,1962,1981,600,912,1,1085,649,1734,1,1,3,1,7,1,2,0,0,0,6,2006,159000
288,20,8125,1,0,1,4,4,1971,1971,614,858,1,858,0,858,1,0,3,1,5,0,0,0,0,0,6,2006,88000
289,20,9819,1,0,1,5,5,1967,1967,450,882,1,900,0,900,1,0,3,1,5,0,1,0,0,0,2,2010,122000
290,70,8730,1,0,2,6,7,1915,2003,0,698,1,698,698,1396,1,0,3,1,7,0,1,0,0,0,7,2007,153575
291,60,15611,1,0,2,8,5,2006,2006,0,1079,1,1079,840,1919,2,1,3,1,8,1,2,0,51,0,7,2006,233230
292,190,5687,0,0,2,5,6,1912,2000,210,780,0,936,780,1716,2,0,6,1,9,0,0,0,184,0,3,2008,135900
293,50,11409,1,0,1.5,5,4,1949,2008,292,768,1,1148,568,1716,1,1,3,1,8,1,1,0,0,0,1,2009,131000
294,60,16659,1,0,2,7,7,1977,1994,795,795,1,1468,795,2263,2,1,3,1,9,1,2,0,250,0,3,2006,235000
295,20,9600,1,0,1,6,5,1953,1953,1285,1416,1,1644,0,1644,1,0,3,1,7,2,2,110,0,0,10,2009,167000
296,80,7937,1,0,1,6,6,1984,1984,819,1003,1,1003,0,1003,1,0,3,1,6,0,2,120,0,0,3,2006,142500
297,50,13710,1,0,1.5,5,5,1950,1950,420,910,1,910,648,1558,1,1,4,1,6,0,1,289,0,0,6,2007,152000
298,60,7399,1,0,2,7,5,1997,1998,649,975,1,975,975,1950,2,1,3,1,7,1,2,0,10,0,6,2007,239000
299,60,11700,1,0,2,6,6,1968,1968,384,702,1,1041,702,1743,1,2,3,1,7,1,2,224,0,0,6,2007,175000
300,20,14000,1,0,1,6,8,1950,2004,0,1092,1,1152,0,1152,1,0,3,1,6,1,1,0,36,0,8,2009,158500
301,190,15750,0,0,1,5,5,1953,1953,841,1165,1,1336,0,1336,1,0,2,1,5,2,1,0,0,0,6,2006,157000
302,60,16226,1,0,2,8,5,1998,1999,281,1028,1,1210,1242,2452,2,1,4,1,9,1,2,208,50,0,5,2007,267000
303,20,13704,1,0,1,7,5,2001,2002,0,1541,1,1541,0,1541,2,0,3,1,6,1,3,468,81,0,1,2006,205000
304,20,9800,1,0,1,5,7,1972,1972,894,894,1,894,0,894,1,0,3,1,5,0,2,256,0,0,7,2006,149900
305,75,18386,1,0,2,7,9,1880,2002,0,1470,1,1675,1818,3493,3,0,3,1,10,1,3,302,0,0,5,2008,295000
306,20,10386,1,0,1,8,5,2004,2005,1464,2000,1,2000,0,2000,2,0,3,1,8,0,3,168,0,0,7,2007,305900
307,60,13474,1,0,2,7,5,1990,1991,700,700,1,1122,1121,2243,2,1,4,1,8,1,3,127,44,0,6,2007,225000
308,50,7920,1,0,1.5,6,7,1920,1950,0,319,1,1035,371,1406,1,0,3,1,6,0,0,0,144,0,3,2008,89500
309,30,12342,1,0,1,4,5,1940,1950,262,861,1,861,0,861,1,0,1,1,4,0,2,158,0,0,3,2009,82500
310,20,12378,1,0,1,9,5,2003,2004,1274,1896,1,1944,0,1944,2,0,3,1,8,3,3,208,175,0,11,2006,360000
311,60,7685,1,0,2,6,5,1993,1994,518,697,1,697,804,1501,2,1,3,1,6,1,2,190,63,0,5,2006,165600
312,20,8000,1,0,1,6,6,1948,2002,680,972,1,972,0,972,1,0,2,1,5,1,1,0,0,0,5,2009,132000
313,190,7800,0,0,1.5,5,7,1939,1950,507,793,1,793,325,1118,1,0,3,1,5,1,2,0,0,0,5,2006,119900
314,20,215245,1,0,1,7,5,1965,1965,1236,2136,1,2036,0,2036,2,0,3,1,8,2,2,0,0,0,6,2009,375000
315,70,9600,1,0,2,7,7,1925,1990,16,728,1,832,809,1641,1,1,3,1,6,1,2,0,0,0,8,2006,178000
316,60,7795,1,0,2,7,5,2004,2005,425,716,1,716,716,1432,2,1,3,1,6,1,2,100,51,0,7,2009,188500
317,60,13005,1,0,2,7,7,1980,1980,692,845,1,1153,1200,2353,2,1,4,1,10,1,2,288,195,0,8,2009,260000
318,60,9000,1,0,2,8,5,2006,2006,0,1088,1,1088,871,1959,2,1,3,1,8,1,3,208,46,0,12,2007,270000
319,60,9900,1,0,2,7,5,1993,1993,987,1347,1,1372,1274,2646,2,1,4,1,9,1,3,340,60,0,4,2009,260000
320,80,14115,1,0,1,7,5,1980,1980,1036,1372,1,1472,0,1472,2,0,3,1,6,2,2,233,48,0,6,2009,187500
321,60,16259,1,0,2,9,5,2006,2006,0,1249,1,1249,1347,2596,3,1,4,1,9,0,3,240,154,0,9,2006,342643
322,60,12099,1,0,2,8,5,2004,2004,970,1136,1,1136,1332,2468,2,1,4,1,10,1,3,184,154,0,6,2007,354000
323,60,10380,1,0,2,7,5,1986,1987,28,1502,1,1553,1177,2730,2,1,4,1,8,1,2,201,96,0,8,2007,301000
324,20,5820,1,0,1,3,8,1955,2005,256,1162,1,1163,0,1163,1,0,3,1,6,0,1,142,98,0,7,2006,126175
325,80,11275,1,0,1,7,7,1967,2007,0,710,1,1898,1080,2978,2,1,5,1,11,1,2,240,0,0,6,2010,242000
326,45,5000,1,0,1.5,5,6,1941,1950,116,720,0,803,0,803,1,0,2,1,5,0,2,0,0,0,12,2007,87000
327,120,10846,0,0,1,8,5,1993,1993,1619,1719,1,1719,0,1719,1,1,1,1,6,2,2,122,30,0,5,2008,324000
328,20,11600,1,1,1,6,5,1960,1960,565,1383,1,1383,0,1383,1,1,3,1,7,0,1,0,45,0,4,2006,145250
329,75,11888,1,0,2,6,6,1916,1994,0,844,0,1445,689,2134,2,0,5,1,10,0,2,0,60,0,7,2009,214500
330,70,6402,1,0,2,5,5,1920,1950,0,596,0,596,596,1192,1,0,3,1,6,0,1,0,0,0,7,2009,78000
331,90,10624,0,0,1,5,4,1964,1964,40,1728,1,1728,0,1728,2,0,6,2,10,0,1,155,0,0,11,2007,119000
332,20,8176,1,1,1,5,6,1958,1992,846,1056,1,1056,0,1056,1,0,3,1,6,0,1,0,0,0,8,2007,139000
333,20,10655,1,0,1,8,5,2003,2004,1124,3206,1,1629,0,1629,2,0,3,1,7,1,3,0,0,0,10,2009,284000
334,120,8198,0,0,1,7,5,2004,2004,720,1358,1,1358,0,1358,2,0,2,1,6,1,2,192,30,0,7,2008,207000
335,60,9042,1,1,2,6,5,1998,1998,828,943,1,943,695,1638,2,1,3,1,7,2,2,100,38,0,7,2008,192000
336,190,164660,0,0,1.5,5,6,1965,1965,1249,1499,1,1619,167,1786,2,0,3,1,7,2,2,670,0,0,8,2008,228950
337,20,14157,1,0,1,9,5,2005,2006,1249,1922,1,1922,0,1922,2,0,3,1,8,1,3,178,51,0,7,2007,377426
338,20,9135,1,0,1,7,5,2002,2003,810,1536,1,1536,0,1536,2,0,3,1,7,0,2,192,74,0,12,2008,214000
339,20,14145,1,0,1,7,7,1984,1998,213,1208,1,1621,0,1621,2,0,3,1,8,0,2,108,45,0,5,2006,202500
340,20,12400,1,0,1,6,7,1958,1998,585,1215,1,1215,0,1215,1,0,3,1,6,0,1,0,0,0,6,2009,155000
341,60,14191,1,0,2,8,5,2002,2002,0,967,1,993,915,1908,2,1,4,1,9,0,2,135,0,0,4,2010,202900
342,20,8400,1,0,1,4,4,1950,1950,0,721,1,841,0,841,1,0,2,1,4,0,1,250,0,0,9,2009,82000
343,90,8544,0,0,1,3,4,1949,1950,0,0,0,1040,0,1040,2,0,2,2,6,0,2,0,0,0,5,2006,87500
344,120,8849,0,1,1,9,5,2005,2005,28,1684,1,1684,0,1684,2,0,2,1,6,1,2,495,72,0,7,2008,266000
345,160,2592,0,1,2,5,3,1976,1976,129,536,1,536,576,1112,1,1,3,1,4,0,1,182,0,0,4,2010,85000
346,50,6435,1,1,1.5,6,5,1939,1950,0,972,1,972,605,1577,1,0,3,1,6,1,1,0,0,0,10,2006,140200
347,20,12772,1,0,1,6,8,1960,1998,498,958,1,958,0,958,1,0,2,1,5,0,1,0,0,0,4,2007,151500
348,20,17600,1,0,1,6,5,1960,1960,1270,1478,1,1478,0,1478,2,0,3,1,6,2,2,0,40,0,12,2009,157500
349,160,2448,0,0,2,7,5,2003,2004,573,764,1,764,862,1626,2,1,2,1,6,0,2,0,27,0,10,2008,154000
350,60,20431,1,1,2,9,5,2005,2006,1410,1848,1,1848,880,2728,2,1,4,1,10,2,3,0,0,0,4,2006,437154
351,120,7820,0,0,1,9,5,2007,2007,0,1869,1,1869,0,1869,2,0,2,1,6,1,2,210,54,0,12,2007,318061
352,120,5271,1,1,1,7,5,1986,1986,1082,1453,1,1453,0,1453,1,1,2,1,6,1,2,0,80,0,12,2006,190000
353,50,9084,1,0,1.5,5,6,1941,1950,236,616,0,616,495,1111,1,0,3,1,5,0,1,48,0,0,3,2008,95000
354,30,8520,1,0,1,6,8,1928,2003,0,624,1,720,0,720,1,0,2,1,5,0,2,106,0,0,5,2010,105900
355,50,8400,1,0,1.5,6,5,1940,2000,388,940,1,1192,403,1595,1,0,2,1,6,2,1,0,0,0,6,2006,140000
356,20,11249,1,0,1,6,5,1995,1995,334,1200,1,1200,0,1200,2,0,3,1,6,0,2,0,26,0,8,2007,177500
357,20,9248,1,0,1,6,6,1992,1992,560,1158,1,1167,0,1167,2,0,3,1,6,0,2,120,26,0,7,2009,173000
358,120,4224,0,0,1,5,5,1976,1976,874,1142,1,1142,0,1142,1,1,3,1,6,1,2,536,90,0,8,2007,134000
359,80,6930,1,1,1,5,4,1958,1958,300,1062,1,1352,0,1352,1,0,3,1,6,0,1,168,0,0,7,2006,130000
360,60,12011,1,0,2,8,5,1998,1998,956,1086,1,1086,838,1924,2,1,3,1,7,1,2,208,75,0,6,2006,280000
361,85,7540,1,0,1,6,6,1978,1978,773,888,1,912,0,912,1,0,2,1,5,1,2,0,0,0,6,2007,156000
362,50,9144,1,0,1.5,5,5,1940,1982,399,883,1,988,517,1505,1,0,3,1,8,0,1,0,0,0,7,2008,145000
363,85,7301,1,0,1,7,5,2003,2003,0,0,1,495,1427,1922,3,0,4,1,7,1,2,0,0,0,7,2009,198500
364,160,1680,0,0,2,6,8,1972,2007,162,483,1,483,504,987,1,1,2,1,5,0,1,250,0,0,5,2009,118000
365,60,18800,1,1,2,6,5,1976,1976,712,796,1,790,784,1574,2,1,3,1,6,1,2,306,111,0,7,2006,190000
366,70,10690,1,0,2,5,7,1920,1997,456,672,1,672,672,1344,1,0,3,1,6,0,1,0,128,0,7,2009,147000
367,20,9500,1,0,1,6,5,1963,1963,609,1394,1,1394,0,1394,1,1,3,1,6,2,2,0,76,0,7,2009,159000
368,80,9150,1,0,1,6,5,1962,1962,371,1099,1,1431,0,1431,1,0,3,1,6,1,1,64,110,0,12,2008,165000
369,20,7800,1,0,1,5,6,1954,1954,540,1268,1,1268,0,1268,1,0,2,1,7,1,1,0,98,0,3,2010,132000
370,20,9830,1,0,1,5,7,1959,2006,72,1063,1,1287,0,1287,1,0,3,1,7,1,2,364,17,0,3,2010,162000
371,60,8121,1,0,2,6,5,2000,2000,0,953,1,953,711,1664,2,1,3,1,7,1,2,100,40,0,1,2006,172400
372,50,17120,1,0,1.5,4,4,1959,1959,0,0,1,1120,468,1588,2,0,4,1,7,1,2,0,59,0,7,2008,134432
373,120,7175,0,0,1,6,5,1984,1984,623,744,1,752,0,752,1,0,2,1,4,0,1,353,0,0,2,2010,125000
374,20,10634,1,1,1,5,6,1953,1953,428,608,1,1319,0,1319,1,0,3,1,5,0,1,66,0,0,11,2009,123000
375,60,8200,1,0,2,7,5,2003,2004,0,847,1,847,1081,1928,2,1,4,1,8,1,2,100,48,0,7,2007,219500
376,30,10020,1,0,1,1,1,1922,1950,350,683,0,904,0,904,0,1,1,1,4,0,0,0,0,0,3,2009,61000
377,85,8846,1,0,1,5,5,1996,1996,298,870,1,914,0,914,1,0,2,1,5,0,2,0,0,0,7,2006,148000
378,60,11143,1,0,2,8,5,2004,2005,0,1580,1,1580,886,2466,3,0,4,1,8,1,2,159,214,0,12,2007,340000
379,20,11394,1,0,1,9,2,2010,2010,1445,1856,1,1856,0,1856,1,1,1,1,8,1,3,113,0,0,6,2010,394432
380,60,8123,1,0,2,6,5,2000,2000,0,982,1,1007,793,1800,2,1,3,1,7,1,2,100,63,0,6,2009,179000
381,50,5000,1,0,1.5,5,6,1924,1950,218,1026,1,1026,665,1691,2,0,3,1,6,1,1,0,0,0,5,2010,127000
382,20,7200,1,0,1,7,5,2006,2006,0,1293,1,1301,0,1301,2,0,2,1,5,1,2,216,121,0,8,2006,187750
383,60,9245,1,0,2,7,5,2006,2006,0,939,1,939,858,1797,2,1,3,1,8,0,2,144,53,0,4,2007,213500
384,45,9000,1,0,1.5,6,3,1928,1950,0,784,0,784,0,784,1,0,2,1,5,0,2,0,0,0,10,2009,76000
385,60,53107,1,0,2,6,5,1992,1992,985,1580,1,1079,874,1953,2,1,3,1,9,2,2,216,231,0,6,2007,240000
386,120,3182,0,0,1,8,5,2004,2005,24,1256,1,1269,0,1269,2,0,2,1,6,1,2,146,20,0,4,2010,192000
387,50,8410,1,1,1.5,5,3,1910,1996,0,658,1,658,526,1184,1,0,5,1,8,0,0,0,151,0,5,2006,81000
388,80,7200,1,0,1,6,6,1976,1976,631,1041,1,1125,0,1125,1,0,3,1,6,1,1,296,0,0,10,2009,125000
389,20,9382,1,0,1,7,5,1999,2000,0,1468,1,1479,0,1479,2,0,3,1,6,0,2,120,25,0,7,2008,191000
390,60,12474,1,0,2,10,5,2007,2008,1280,1682,1,1742,590,2332,2,1,3,1,9,1,3,196,134,0,8,2008,426000
391,50,8405,1,0,1.5,5,8,1900,1950,241,861,1,961,406,1367,1,0,4,1,7,0,1,0,130,0,4,2008,119000
392,60,12209,1,0,2,6,5,2001,2002,690,804,1,804,1157,1961,2,1,3,1,7,1,2,125,192,0,6,2009,215000
393,20,8339,1,0,1,5,7,1959,1959,0,0,1,882,0,882,1,0,3,1,5,0,1,0,0,0,7,2007,106500
394,30,7446,1,0,1,4,5,1941,1950,266,788,1,788,0,788,1,0,2,1,4,2,0,0,0,0,4,2006,100000
395,50,10134,1,0,1.5,5,6,1940,1950,0,735,1,735,299,1034,1,0,2,1,5,0,1,0,39,0,7,2007,109000
396,20,9571,1,0,1,5,6,1956,1956,739,1144,1,1144,0,1144,1,0,3,1,6,0,1,44,0,0,6,2010,129000
397,20,7200,1,0,1,5,5,1972,1972,777,894,1,894,0,894,1,0,2,1,6,0,2,215,0,0,9,2009,123000
398,60,7590,1,0,2,5,5,1962,1962,540,864,1,876,936,1812,2,0,4,1,8,1,1,0,168,0,7,2007,169500
399,30,8967,1,0,1,5,2,1920,1950,0,961,1,1077,0,1077,1,0,2,1,6,0,1,0,0,0,11,2007,67000
400,60,8125,1,0,2,7,5,2006,2007,812,1092,1,1112,438,1550,2,0,2,1,7,0,2,0,168,0,10,2009,241000
401,120,14963,0,0,1,8,5,1996,1996,786,1260,1,1288,0,1288,1,1,1,1,4,2,2,120,30,0,12,2008,245500
402,20,8767,1,1,1,7,5,2005,2005,24,1310,1,1310,0,1310,2,0,3,1,6,1,2,0,0,0,7,2006,164990
403,30,10200,1,0,1,5,8,1940,1997,0,672,1,672,0,672,1,0,2,1,4,0,1,168,0,0,8,2008,108000
404,60,12090,1,0,2,8,5,1998,1998,0,1141,1,1165,1098,2263,2,1,4,1,10,1,2,144,123,0,7,2006,258000
405,60,10364,1,0,2,6,5,1995,1996,0,806,1,806,766,1572,2,1,3,1,7,1,2,0,40,0,5,2007,168000
406,20,9991,1,0,1,4,4,1976,1993,1116,1281,1,1620,0,1620,2,0,3,1,8,1,2,120,78,0,6,2009,150000
407,50,10480,1,0,1.5,6,5,1936,1950,0,1064,1,1166,0,1639,1,0,3,1,6,0,1,0,0,0,3,2008,115000
408,70,15576,1,0,2,6,7,1915,1976,0,840,1,840,840,1680,2,0,4,1,8,0,1,0,0,0,3,2008,177000
409,60,14154,1,0,2,7,5,2006,2006,0,1063,1,1071,1101,2172,2,1,3,1,9,1,3,192,62,0,8,2007,280000
410,60,10800,1,0,2,8,5,2007,2008,789,1034,1,1050,1028,2078,2,1,3,1,8,1,3,0,102,0,4,2008,339750
411,20,9571,1,0,1,5,3,1958,1958,0,1276,1,1276,0,1276,1,0,3,1,5,0,1,0,0,0,6,2009,60000
412,190,34650,0,0,1,5,5,1955,1955,1056,1056,0,1056,0,1056,1,0,3,1,5,0,2,264,0,0,1,2006,145000
413,20,4403,1,0,1,7,5,2009,2009,578,1470,1,1478,0,1478,2,1,2,1,7,1,2,0,144,0,6,2010,222000
414,30,8960,1,0,1,5,6,1927,1950,0,1008,1,1028,0,1028,1,0,2,1,5,1,2,0,0,0,3,2010,115000
415,60,11228,1,0,2,7,5,1993,1993,50,1080,1,1080,1017,2097,2,1,3,1,9,1,3,196,187,0,12,2008,228000
416,20,8899,1,0,1,7,5,2007,2007,24,1340,1,1340,0,1340,2,0,3,1,6,0,2,100,30,0,8,2007,181134
417,60,7844,1,0,2,6,7,1978,1978,209,672,1,672,728,1400,1,1,3,1,6,1,2,0,0,0,3,2006,149500
418,70,22420,1,0,2,6,6,1918,1950,1128,1370,0,1370,1254,2624,2,1,4,1,10,1,3,0,0,0,11,2007,239000
